Size,Instance,Epsilon,Algorithm,Objective,TimeDev,IntentDev,Runtime
50,3,0.001,Adaptive SA,2384.449165704348,20,20,2.375033378601074
50,3,0.001,SA,2391.923089261178,21,21,2.3998630046844482
50,3,0.001,Adaptive SA,2384.449165704348,20,20,2.2934837341308594
50,4,0.001,Greedy,2375.6590200607507,20,20,0.004860639572143555
50,4,0.001,SA,2450.899725674302,22,22,3.196363687515259
50,4,0.001,Adaptive SA,2375.6590200607507,20,20,2.5983636379241943
50,4,0.001,SA,2389.794997606012,21,21,2.423618793487549
50,4,0.001,Adaptive SA,2375.6590200607507,20,20,2.2499215602874756
50,4,0.001,SA,2422.6954729418426,21,21,2.4622037410736084
50,4,0.001,Adaptive SA,2375.6590200607507,20,20,2.881768226623535
50,4,0.001,SA,2387.1176192355983,22,22,2.916337013244629
50,4,0.001,Adaptive SA,2375.6590200607507,20,20,2.2940382957458496
50,4,0.001,SA,2375.6590200607507,20,20,2.425252676010132
50,4,0.001,Adaptive SA,2375.6590200607507,20,20,2.3147616386413574
50,4,0.001,SA,2400.1191066979654,21,21,3.018284320831299
50,4,0.001,Adaptive SA,2375.6590200607507,20,20,2.8064815998077393
50,4,0.001,SA,2395.8665242234474,21,21,2.3592636585235596
50,4,0.001,Adaptive SA,2375.6590200607507,20,20,2.3474864959716797
50,4,0.001,SA,2375.6590200607507,20,20,2.4329915046691895
50,4,0.001,Adaptive SA,2375.6590200607507,20,20,2.717393159866333
50,4,0.001,SA,2415.2086047011057,21,21,3.0815935134887695
50,4,0.001,Adaptive SA,2375.6590200607507,20,20,2.286113739013672
50,4,0.001,SA,2424.427796062659,21,21,2.3899645805358887
50,4,0.001,Adaptive SA,2375.6590200607507,20,20,2.2898576259613037
50,5,0.001,Greedy,2223.6803081626576,20,20,0.004102468490600586
50,5,0.001,SA,2296.836973091275,22,22,2.899604320526123
50,5,0.001,Adaptive SA,2251.2938697811933,21,21,3.1379661560058594
50,5,0.001,SA,2274.0270779003677,22,22,2.5225296020507812
50,5,0.001,Adaptive SA,2223.680308162657,20,20,2.249257802963257
50,5,0.001,SA,2280.788885824887,22,22,2.474968671798706
50,5,0.001,Adaptive SA,2223.680308162657,20,20,2.6718547344207764
50,5,0.001,SA,2247.2316259813006,21,21,3.1360349655151367
50,5,0.001,Adaptive SA,2223.680308162657,20,20,2.313991069793701
50,5,0.001,SA,2259.4227488030683,21,21,2.5466482639312744
50,5,0.001,Adaptive SA,2223.680308162657,20,20,2.2973315715789795
50,5,0.001,SA,2261.1592070528313,21,21,2.791454553604126
50,5,0.001,Adaptive SA,2223.680308162657,20,20,2.963289260864258
50,5,0.001,SA,2297.5175271187295,22,22,2.516183614730835
50,5,0.001,Adaptive SA,2223.680308162657,20,20,2.3083109855651855
50,5,0.001,SA,2291.244378221795,22,22,2.4676296710968018
50,5,0.001,Adaptive SA,2223.680308162657,20,20,2.5963289737701416
50,5,0.001,SA,2297.5175271187295,22,22,3.2442586421966553
50,5,0.001,Adaptive SA,2223.680308162657,20,20,2.29296875
50,5,0.001,SA,2262.513117396894,22,22,2.440459728240967
50,5,0.001,Adaptive SA,2223.680308162657,20,20,2.3297927379608154
50,6,0.001,Greedy,2340.2251300867315,22,22,0.004010200500488281
50,6,0.001,SA,2340.2251300867315,22,22,2.7357254028320312
50,6,0.001,Adaptive SA,2340.2251300867315,22,22,3.058039903640747
50,6,0.001,SA,2362.9782667846403,23,23,2.5191478729248047
50,6,0.001,Adaptive SA,2340.2251300867315,22,22,2.3065342903137207
50,6,0.001,SA,2350.101757777108,23,23,2.554551362991333
50,6,0.001,Adaptive SA,2340.2251300867315,22,22,2.5853090286254883
50,6,0.001,SA,2340.2251300867315,22,22,3.3330202102661133
50,6,0.001,Adaptive SA,2340.2251300867315,22,22,2.412855386734009
50,6,0.001,SA,2340.2251300867315,22,22,2.483750820159912
50,6,0.001,Adaptive SA,2340.2251300867315,22,22,2.2769954204559326
50,6,0.001,SA,2340.2251300867315,22,22,2.76680326461792
50,6,0.001,Adaptive SA,2340.2251300867315,22,22,3.124079942703247
50,6,0.001,SA,2340.2251300867315,22,22,2.487071990966797
50,6,0.001,Adaptive SA,2340.2251300867315,22,22,2.3108444213867188
50,6,0.001,SA,2373.8091600411362,23,23,2.4579875469207764
50,6,0.001,Adaptive SA,2340.2251300867315,22,22,2.568636894226074
50,6,0.001,SA,2340.2251300867315,22,22,3.282550096511841
50,6,0.001,Adaptive SA,2340.2251300867315,22,22,2.284283399581909
50,6,0.001,SA,2340.3526143280246,23,23,2.4863970279693604
50,6,0.001,Adaptive SA,2340.2251300867315,22,22,2.287438154220581
50,7,0.001,Greedy,2186.7378965405064,21,21,0.0039577484130859375
50,7,0.001,SA,2222.2576439614004,22,22,2.7115612030029297
50,7,0.001,Adaptive SA,2186.737896540506,21,21,3.0973727703094482
50,7,0.001,SA,2230.813787251547,22,22,2.4742441177368164
50,7,0.001,Adaptive SA,2186.737896540506,21,21,2.315415382385254
50,7,0.001,SA,2199.2815127873237,22,22,2.491999864578247
50,7,0.001,Adaptive SA,2186.737896540506,21,21,2.6557199954986572
50,7,0.001,SA,2265.458414410236,23,23,3.3762593269348145
50,7,0.001,Adaptive SA,2186.737896540506,21,21,2.2687065601348877
50,7,0.001,SA,2251.72944088115,23,23,2.432569980621338
50,7,0.001,Adaptive SA,2186.737896540506,21,21,2.276995897293091
50,7,0.001,SA,2226.8543568487244,22,22,2.684781074523926
50,7,0.001,Adaptive SA,2186.737896540506,21,21,3.1381189823150635
50,7,0.001,SA,2212.6892349880113,22,22,2.3869972229003906
50,7,0.001,Adaptive SA,2186.737896540506,21,21,2.323342800140381
50,7,0.001,SA,2239.806610619791,23,23,2.519335985183716
50,7,0.001,Adaptive SA,2186.737896540506,21,21,2.4183568954467773
50,7,0.001,SA,2230.2447963730756,22,22,3.441679000854492
50,7,0.001,Adaptive SA,2186.737896540506,21,21,2.3170440196990967
50,7,0.001,SA,2217.398721450631,22,22,2.4828882217407227
50,7,0.001,Adaptive SA,2186.737896540506,21,21,2.3318874835968018
50,8,0.001,Greedy,2369.4155919000777,20,20,0.0038292407989501953
50,8,0.001,SA,2440.1496195577765,22,22,2.574744462966919
50,8,0.001,Adaptive SA,2369.4155919000773,20,20,3.1918439865112305
50,8,0.001,SA,2429.546077384084,22,22,2.430259943008423
50,8,0.001,Adaptive SA,2369.4155919000773,20,20,2.3131649494171143
50,8,0.001,SA,2383.778978054733,21,21,2.4555370807647705
50,8,0.001,Adaptive SA,2369.4155919000773,20,20,2.2594199180603027
50,8,0.001,SA,2369.4155919000773,20,20,3.416261672973633
50,8,0.001,Adaptive SA,2369.4155919000773,20,20,2.25610089302063
50,8,0.001,SA,2443.5811743450395,22,22,2.4734368324279785
50,8,0.001,Adaptive SA,2369.4155919000773,20,20,2.3647217750549316
50,8,0.001,SA,2408.856988192599,21,21,2.4359512329101562
50,8,0.001,Adaptive SA,2369.4155919000773,20,20,3.337801933288574
50,8,0.001,SA,2386.8784906088727,21,21,2.44824481010437
50,8,0.001,Adaptive SA,2369.4155919000773,20,20,2.3240370750427246
50,8,0.001,SA,2391.3650283901293,21,21,2.3896007537841797
50,8,0.001,Adaptive SA,2369.4155919000773,20,20,2.265578269958496
50,8,0.001,SA,2448.8762178250577,22,22,3.5082828998565674
50,8,0.001,Adaptive SA,2372.556456335248,21,21,2.5518524646759033
50,8,0.001,SA,2428.3487200851023,22,22,2.469193458557129
50,8,0.001,Adaptive SA,2369.4155919000773,20,20,2.301100969314575
50,9,0.001,Greedy,2277.223890117249,20,20,0.004100799560546875
50,9,0.001,SA,2313.7363240794107,21,21,2.3314170837402344
50,9,0.001,Adaptive SA,2277.223890117249,20,20,3.1956772804260254
50,9,0.001,SA,2286.724901262362,21,21,2.5875508785247803
50,9,0.001,Adaptive SA,2277.223890117249,20,20,2.3231406211853027
50,9,0.001,SA,2309.813815627336,22,22,2.517817974090576
50,9,0.001,Adaptive SA,2277.223890117249,20,20,2.369701862335205
50,9,0.001,SA,2277.223890117249,20,20,3.450096368789673
50,9,0.001,Adaptive SA,2277.223890117249,20,20,2.3845715522766113
50,9,0.001,SA,2279.445825182092,21,21,2.4663681983947754
50,9,0.001,Adaptive SA,2277.223890117249,20,20,2.303697109222412
50,9,0.001,SA,2310.6244352667595,22,22,2.5195305347442627
50,9,0.001,Adaptive SA,2277.223890117249,20,20,3.103003978729248
50,9,0.001,SA,2281.8988637520256,21,21,2.6113765239715576
50,9,0.001,Adaptive SA,2277.223890117249,20,20,2.2310280799865723
50,9,0.001,SA,2321.4481203047553,22,22,2.444033145904541
50,9,0.001,Adaptive SA,2277.223890117249,20,20,2.2923500537872314
50,9,0.001,SA,2324.3841480001333,22,22,3.049121141433716
50,9,0.001,Adaptive SA,2277.223890117249,20,20,2.664517641067505
50,9,0.001,SA,2311.445347584605,22,22,2.443122625350952
50,9,0.001,Adaptive SA,2277.223890117249,20,20,2.347804307937622
50,10,0.001,Greedy,2133.2775950762034,20,20,0.004277229309082031
50,10,0.001,SA,2162.0462756307015,21,21,2.3758115768432617
50,10,0.001,Adaptive SA,2133.2775950762034,20,20,2.716735363006592
50,10,0.001,SA,2167.63033953121,21,21,2.9807446002960205
50,10,0.001,Adaptive SA,2133.2775950762034,20,20,2.2854762077331543
50,10,0.001,SA,2163.765591895296,22,22,2.433030843734741
50,10,0.001,Adaptive SA,2133.2775950762034,20,20,2.2568867206573486
50,10,0.001,SA,2168.8792138514827,21,21,2.782193660736084
50,10,0.001,Adaptive SA,2133.2775950762034,20,20,2.9231200218200684
50,10,0.001,SA,2166.2497876610887,21,21,2.4771034717559814
50,10,0.001,Adaptive SA,2133.2775950762034,20,20,2.319728136062622
50,10,0.001,SA,2173.022981506503,22,22,2.460009813308716
50,10,0.001,Adaptive SA,2133.2775950762034,20,20,2.5506937503814697
50,10,0.001,SA,2173.9610223522195,21,21,3.22652006149292
50,10,0.001,Adaptive SA,2133.2775950762034,20,20,2.3568854331970215
50,10,0.001,SA,2155.0488617645274,21,21,2.4416615962982178
50,10,0.001,Adaptive SA,2133.2775950762034,20,20,2.3278822898864746
50,10,0.001,SA,2168.624217054102,21,21,2.684079885482788
50,10,0.001,Adaptive SA,2133.2775950762034,20,20,3.172274589538574
50,10,0.001,SA,2157.845259553436,21,21,2.4880285263061523
50,10,0.001,Adaptive SA,2133.2775950762034,20,20,2.288045644760132
60,1,0.001,Greedy,2706.815574221384,25,25,0.005544424057006836
60,1,0.001,SA,2706.8155742213844,25,25,2.6535024642944336
60,1,0.001,Adaptive SA,2706.8155742213844,25,25,2.85318660736084
60,1,0.001,SA,2745.2854627878837,26,26,3.414560317993164
60,1,0.001,Adaptive SA,2706.8155742213844,25,25,2.5954716205596924
60,1,0.001,SA,2706.8155742213844,25,25,2.661928653717041
60,1,0.001,Adaptive SA,2706.8155742213844,25,25,2.5723166465759277
60,1,0.001,SA,2743.0213694457348,26,26,3.658957004547119
60,1,0.001,Adaptive SA,2706.8155742213844,25,25,2.7052180767059326
60,1,0.001,SA,2781.256598191981,27,27,2.6410398483276367
60,1,0.001,Adaptive SA,2706.8155742213844,25,25,2.4890360832214355
60,1,0.001,SA,2718.3804436496066,26,26,2.872818946838379
60,1,0.001,Adaptive SA,2706.8155742213844,25,25,3.4172537326812744
60,1,0.001,SA,2720.5767642071633,26,26,2.593693971633911
60,1,0.001,Adaptive SA,2706.8155742213844,25,25,2.513529062271118
60,1,0.001,SA,2706.8155742213844,25,25,2.6055707931518555
60,1,0.001,Adaptive SA,2706.8155742213844,25,25,3.1225781440734863
60,1,0.001,SA,2765.9170495620683,27,27,3.3079915046691895
60,1,0.001,Adaptive SA,2706.8155742213844,25,25,2.6076292991638184
60,1,0.001,SA,2776.6159474886986,27,27,2.6721901893615723
60,1,0.001,Adaptive SA,2706.8155742213844,25,25,2.6094248294830322
60,2,0.001,Greedy,2717.4346027884358,26,26,0.004401683807373047
60,2,0.001,SA,2717.434602788436,26,26,3.856473445892334
60,2,0.001,Adaptive SA,2717.434602788436,26,26,2.5931663513183594
60,2,0.001,SA,2717.434602788436,26,26,2.734767198562622
60,2,0.001,Adaptive SA,2717.434602788436,26,26,2.6119165420532227
60,2,0.001,SA,2717.434602788436,26,26,3.305330753326416
60,2,0.001,Adaptive SA,2717.434602788436,26,26,3.1246416568756104
60,2,0.001,SA,2735.042075196059,27,27,2.714402437210083
60,2,0.001,Adaptive SA,2717.434602788436,26,26,2.5460081100463867
60,2,0.001,SA,2742.6926271015896,27,27,2.6723973751068115
60,2,0.001,Adaptive SA,2717.434602788436,26,26,3.5305018424987793
60,2,0.001,SA,2725.943642670779,27,27,2.708111524581909
60,2,0.001,Adaptive SA,2717.434602788436,26,26,2.6541051864624023
60,2,0.001,SA,2746.7243215461094,27,27,2.664658308029175
60,2,0.001,Adaptive SA,2717.434602788436,26,26,2.7293248176574707
60,2,0.001,SA,2745.5883444379438,27,27,3.516204357147217
60,2,0.001,Adaptive SA,2717.434602788436,26,26,2.555656909942627
60,2,0.001,SA,2747.3286054603386,28,28,2.7830355167388916
60,2,0.001,Adaptive SA,2717.434602788436,26,26,2.5231680870056152
60,2,0.001,SA,2727.3564085323233,27,27,3.592545747756958
60,2,0.001,Adaptive SA,2717.434602788436,26,26,2.758127212524414
60,3,0.001,Greedy,2765.533092357709,26,26,0.00453948974609375
60,3,0.001,SA,2790.6100769090663,27,27,2.676091432571411
60,3,0.001,Adaptive SA,2765.533092357709,26,26,2.5090928077697754
60,3,0.001,SA,2803.113021406372,27,27,2.7083442211151123
60,3,0.001,Adaptive SA,2765.533092357709,26,26,3.6298913955688477
60,3,0.001,SA,2775.906062314185,27,27,2.7082457542419434
60,3,0.001,Adaptive SA,2765.533092357709,26,26,2.507714033126831
60,3,0.001,SA,2793.607830894774,27,27,2.6801955699920654
60,3,0.001,Adaptive SA,2765.533092357709,26,26,3.1087677478790283
60,3,0.001,SA,2781.6596174139736,27,27,3.23564076423645
60,3,0.001,Adaptive SA,2765.533092357709,26,26,2.6040966510772705
60,3,0.001,SA,2773.045150736355,27,27,2.6749062538146973
60,3,0.001,Adaptive SA,2765.533092357709,26,26,2.510197401046753
60,3,0.001,SA,2772.9312541223235,27,27,3.7778146266937256
60,3,0.001,Adaptive SA,2765.533092357709,26,26,2.508861780166626
60,3,0.001,SA,2782.843667716874,28,28,2.7632644176483154
60,3,0.001,Adaptive SA,2765.533092357709,26,26,2.57392954826355
60,3,0.001,SA,2792.1489518530343,27,27,3.1594417095184326
60,3,0.001,Adaptive SA,2765.533092357709,26,26,3.2513041496276855
60,3,0.001,SA,2777.930635640468,27,27,2.6934454441070557
60,3,0.001,Adaptive SA,2765.533092357709,26,26,2.575692653656006
60,4,0.001,Greedy,2541.401077591377,25,25,0.004545927047729492
60,4,0.001,SA,2592.148429153448,27,27,2.717437505722046
60,4,0.001,Adaptive SA,2541.4010775913775,25,25,3.69612717628479
60,4,0.001,SA,2635.005798678166,28,28,2.697652816772461
60,4,0.001,Adaptive SA,2550.2347475094875,26,26,2.5427393913269043
60,4,0.001,SA,2616.624212641768,27,27,2.74360728263855
60,4,0.001,Adaptive SA,2541.4010775913775,25,25,2.927229166030884
60,4,0.001,SA,2593.879206620814,27,27,3.6486012935638428
60,4,0.001,Adaptive SA,2541.4010775913775,25,25,2.5903570652008057
60,4,0.001,SA,2616.0217232239415,27,27,2.6679351329803467
60,4,0.001,Adaptive SA,2541.4010775913775,25,25,2.5755629539489746
60,4,0.001,SA,2597.9067035575645,27,27,3.8473641872406006
60,4,0.001,Adaptive SA,2541.4010775913775,25,25,2.4698660373687744
60,4,0.001,SA,2599.8165844773157,27,27,2.669454574584961
60,4,0.001,Adaptive SA,2541.4010775913775,25,25,2.493905544281006
60,4,0.001,SA,2638.2828682041372,28,28,2.899747848510742
60,4,0.001,Adaptive SA,2541.4010775913775,25,25,3.4315733909606934
60,4,0.001,SA,2588.2846402275954,27,27,2.760565996170044
60,4,0.001,Adaptive SA,2541.4010775913775,25,25,2.7012312412261963
60,4,0.001,SA,2605.3357501680557,27,27,2.8696539402008057
60,4,0.001,Adaptive SA,2541.4010775913775,25,25,3.781378984451294
60,5,0.001,Greedy,2675.6368163763523,26,26,0.01418924331665039
60,5,0.001,SA,2729.5634065255053,28,28,2.8271749019622803
60,5,0.001,Adaptive SA,2675.6368163763527,26,26,2.5638484954833984
60,5,0.001,SA,2702.287774777866,28,28,2.711167573928833
60,5,0.001,Adaptive SA,2675.6368163763527,26,26,3.015007972717285
60,5,0.001,SA,2676.5260334615423,27,27,3.3736190795898438
60,5,0.001,Adaptive SA,2675.6368163763527,26,26,2.5143582820892334
60,5,0.001,SA,2719.2879011826594,28,28,2.7168023586273193
60,5,0.001,Adaptive SA,2675.6368163763527,26,26,2.5944061279296875
60,5,0.001,SA,2715.1256593114604,28,28,3.7543370723724365
60,5,0.001,Adaptive SA,2675.6368163763527,26,26,2.61850905418396
60,5,0.001,SA,2706.132136029034,27,27,2.759931802749634
60,5,0.001,Adaptive SA,2675.6368163763527,26,26,2.5840253829956055
60,5,0.001,SA,2712.8852848695064,28,28,3.0856587886810303
60,5,0.001,Adaptive SA,2675.6368163763527,26,26,3.3360366821289062
60,5,0.001,SA,2736.433342639034,28,28,2.7976796627044678
60,5,0.001,Adaptive SA,2675.6368163763527,26,26,2.5343430042266846
60,5,0.001,SA,2719.9192486173793,28,28,2.727667808532715
60,5,0.001,Adaptive SA,2675.6368163763527,26,26,3.6136631965637207
60,5,0.001,SA,2716.09602832128,28,28,2.8716509342193604
60,5,0.001,Adaptive SA,2675.6368163763527,26,26,2.623567819595337
60,6,0.001,Greedy,2821.9859925049377,26,26,0.004663228988647461
60,6,0.001,SA,2905.428483608712,28,28,2.760199546813965
60,6,0.001,Adaptive SA,2821.9859925049377,26,26,2.8656156063079834
60,6,0.001,SA,2906.322412430502,29,29,3.5189642906188965
60,6,0.001,Adaptive SA,2821.9859925049377,26,26,2.5850274562835693
60,6,0.001,SA,2906.7924527090618,28,28,2.7215898036956787
60,6,0.001,Adaptive SA,2821.9859925049377,26,26,2.5919101238250732
60,6,0.001,SA,2947.5016828489206,29,29,3.8466274738311768
60,6,0.001,Adaptive SA,2821.9859925049377,26,26,2.572129487991333
60,6,0.001,SA,2910.0065936441038,28,28,2.7111055850982666
60,6,0.001,Adaptive SA,2821.9859925049377,26,26,2.6517295837402344
60,6,0.001,SA,2936.8583049117665,29,29,3.3097221851348877
60,6,0.001,Adaptive SA,2821.9859925049377,26,26,3.3412835597991943
60,6,0.001,SA,2895.0370248247996,29,29,2.8405749797821045
60,6,0.001,Adaptive SA,2838.537970234075,27,27,2.647402286529541
60,6,0.001,SA,2946.397599880703,29,29,2.796872854232788
60,6,0.001,Adaptive SA,2821.9859925049377,26,26,3.6348633766174316
60,6,0.001,SA,2923.675997320644,28,28,2.670397996902466
60,6,0.001,Adaptive SA,2821.9859925049377,26,26,2.6867220401763916
60,6,0.001,SA,2934.034844506,29,29,2.826274871826172
60,6,0.001,Adaptive SA,2821.9859925049377,26,26,3.165907859802246
60,7,0.001,Greedy,2658.493023510899,26,26,0.006456136703491211
60,7,0.001,SA,2658.4930235108995,26,26,3.2349472045898438
60,7,0.001,Adaptive SA,2658.4930235108995,26,26,2.6792430877685547
60,7,0.001,SA,2661.2789063555783,28,28,2.8415098190307617
60,7,0.001,Adaptive SA,2658.4930235108995,26,26,2.5916922092437744
60,7,0.001,SA,2658.4930235108995,26,26,3.877912759780884
60,7,0.001,Adaptive SA,2658.4930235108995,26,26,2.7169036865234375
60,7,0.001,SA,2699.9102147361946,28,28,2.9280893802642822
60,7,0.001,Adaptive SA,2658.4930235108995,26,26,2.6041152477264404
60,7,0.001,SA,2684.073893641005,28,28,3.5724172592163086
60,7,0.001,Adaptive SA,2658.4930235108995,26,26,2.9583120346069336
60,7,0.001,SA,2674.154753562239,28,28,2.7886221408843994
60,7,0.001,Adaptive SA,2658.4930235108995,26,26,2.6363751888275146
60,7,0.001,SA,2690.2483758563417,28,28,2.978551149368286
60,7,0.001,Adaptive SA,2658.4930235108995,26,26,3.4703145027160645
60,7,0.001,SA,2660.898649939232,27,27,2.7467846870422363
60,7,0.001,Adaptive SA,2658.4930235108995,26,26,2.5609707832336426
60,7,0.001,SA,2674.6379206000665,27,27,2.6555960178375244
60,7,0.001,Adaptive SA,2658.4930235108995,26,26,3.404998779296875
60,7,0.001,SA,2662.5897983754808,28,28,3.0399210453033447
60,7,0.001,Adaptive SA,2658.4930235108995,26,26,2.6171112060546875
60,8,0.001,Greedy,2765.318682323818,26,26,0.0052776336669921875
60,8,0.001,SA,2765.318682323818,26,26,2.766148090362549
60,8,0.001,Adaptive SA,2765.318682323818,26,26,2.868558406829834
60,8,0.001,SA,2781.1572793538176,27,27,3.5819528102874756
60,8,0.001,Adaptive SA,2765.318682323818,26,26,2.573695659637451
60,8,0.001,SA,2765.318682323818,26,26,2.7390987873077393
60,8,0.001,Adaptive SA,2765.318682323818,26,26,2.627389669418335
60,8,0.001,SA,2765.318682323818,26,26,3.692847967147827
60,8,0.001,Adaptive SA,2765.318682323818,26,26,2.736936569213867
60,8,0.001,SA,2799.814979793537,27,27,2.6934103965759277
60,8,0.001,Adaptive SA,2765.318682323818,26,26,2.603998899459839
60,8,0.001,SA,2765.318682323818,26,26,2.8512229919433594
60,8,0.001,Adaptive SA,2765.318682323818,26,26,3.4429774284362793
60,8,0.001,SA,2780.244574905022,27,27,2.669222116470337
60,8,0.001,Adaptive SA,2765.318682323818,26,26,2.5038769245147705
60,8,0.001,SA,2765.318682323818,26,26,2.7214279174804688
60,8,0.001,Adaptive SA,2765.318682323818,26,26,3.121520757675171
60,8,0.001,SA,2765.318682323818,26,26,3.1786606311798096
60,8,0.001,Adaptive SA,2765.318682323818,26,26,2.5690090656280518
60,8,0.001,SA,2765.318682323818,26,26,2.8171002864837646
60,8,0.001,Adaptive SA,2765.318682323818,26,26,2.570303201675415
60,9,0.001,Greedy,2722.8515507055363,25,25,0.004570722579956055
60,9,0.001,SA,2787.311774274741,27,27,3.744170665740967
60,9,0.001,Adaptive SA,2722.8515507055363,25,25,2.5949161052703857
60,9,0.001,SA,2736.3768253167977,27,27,2.773981809616089
60,9,0.001,Adaptive SA,2722.8515507055363,25,25,2.5850131511688232
60,9,0.001,SA,2727.8795080908653,26,26,3.161414384841919
60,9,0.001,Adaptive SA,2722.8515507055363,25,25,3.1378109455108643
60,9,0.001,SA,2789.909011447678,27,27,2.8448197841644287
60,9,0.001,Adaptive SA,2722.8515507055363,25,25,2.5693912506103516
60,9,0.001,SA,2788.71224116533,27,27,2.7999165058135986
60,9,0.001,Adaptive SA,2722.8515507055363,25,25,3.653834819793701
60,9,0.001,SA,2800.220999713382,27,27,2.8630547523498535
60,9,0.001,Adaptive SA,2722.8515507055363,25,25,2.546417713165283
60,9,0.001,SA,2770.3508184666202,26,26,2.711413621902466
60,9,0.001,Adaptive SA,2722.8515507055363,25,25,3.1944329738616943
60,9,0.001,SA,2732.228549432587,26,26,3.2095329761505127
60,9,0.001,Adaptive SA,2722.8515507055363,25,25,2.559093713760376
60,9,0.001,SA,2766.889044706334,27,27,2.6726136207580566
60,9,0.001,Adaptive SA,2722.8515507055363,25,25,2.529993772506714
60,9,0.001,SA,2748.9883120611526,26,26,3.8381316661834717
60,9,0.001,Adaptive SA,2722.8515507055363,25,25,2.637300968170166
60,10,0.001,Greedy,2596.6861580314057,23,23,0.004612922668457031
60,10,0.001,SA,2730.535774562739,27,27,2.7808127403259277
60,10,0.001,Adaptive SA,2596.686158031406,23,23,2.6156983375549316
60,10,0.001,SA,2708.335720977836,26,26,3.5011019706726074
60,10,0.001,Adaptive SA,2596.686158031406,23,23,3.03711199760437
60,10,0.001,SA,2674.6843795951568,25,25,2.636767625808716
60,10,0.001,Adaptive SA,2596.686158031406,23,23,2.6352224349975586
60,10,0.001,SA,2720.1544391727816,26,26,3.1120920181274414
60,10,0.001,Adaptive SA,2596.686158031406,23,23,3.6497340202331543
60,10,0.001,SA,2659.4426818241714,25,25,2.7705423831939697
60,10,0.001,Adaptive SA,2596.686158031406,23,23,2.6362082958221436
60,10,0.001,SA,2727.7699391598985,27,27,3.398470878601074
60,10,0.001,Adaptive SA,2596.686158031406,23,23,3.6288225650787354
60,10,0.001,SA,2700.702234449928,26,26,2.7342236042022705
60,10,0.001,Adaptive SA,2596.686158031406,23,23,2.5815367698669434
60,10,0.001,SA,2733.094690083757,26,26,2.7411088943481445
60,10,0.001,Adaptive SA,2596.686158031406,23,23,2.8604187965393066
60,10,0.001,SA,2676.3724325809912,25,25,3.369072914123535
60,10,0.001,Adaptive SA,2596.686158031406,23,23,2.5910897254943848
60,10,0.001,SA,2715.030577444865,26,26,2.834578037261963
60,10,0.001,Adaptive SA,2596.686158031406,23,23,2.577249526977539
40,1,0.01,Greedy,1855.5029429234373,14,14,0.0035343170166015625
40,1,0.01,SA,1915.4504526492894,16,16,3.0073492527008057
40,1,0.01,Adaptive SA,1855.5029429234376,14,14,2.495370626449585
40,1,0.01,SA,1883.841394385379,15,15,3.000793695449829
40,1,0.01,Adaptive SA,1855.5029429234376,14,14,2.6375699043273926
40,1,0.01,SA,1902.2588542524531,16,16,2.211246967315674
40,1,0.01,Adaptive SA,1855.5029429234376,14,14,3.0238709449768066
40,1,0.01,SA,1927.4836710459304,16,16,2.507960081100464
40,1,0.01,Adaptive SA,1855.5029429234376,14,14,2.291861057281494
40,1,0.01,SA,1897.1134070131095,15,15,2.17672061920166
40,1,0.01,Adaptive SA,1855.5029429234376,14,14,2.1380879878997803
40,1,0.01,SA,1862.467875571343,15,15,2.53950834274292
40,1,0.01,Adaptive SA,1855.5029429234376,14,14,2.7843074798583984
40,1,0.01,SA,1924.3774768417215,16,16,2.2621102333068848
40,1,0.01,Adaptive SA,1855.5029429234376,14,14,2.0569326877593994
40,1,0.01,SA,1855.5029429234376,14,14,2.0811734199523926
40,1,0.01,Adaptive SA,1855.5029429234376,14,14,2.0285279750823975
40,1,0.01,SA,1927.4836710459304,16,16,2.7353153228759766
40,1,0.01,Adaptive SA,1855.5029429234376,14,14,2.5558362007141113
40,1,0.01,SA,1881.4539414134895,16,16,2.191206455230713
40,1,0.01,Adaptive SA,1855.5029429234376,14,14,2.049621343612671
40,2,0.01,Greedy,1908.4684812248997,14,14,0.004114627838134766
40,2,0.01,SA,1938.372611807518,16,16,2.172178268432617
40,2,0.01,Adaptive SA,1908.4684812248997,14,14,1.989319086074829
40,2,0.01,SA,1931.024602889253,15,15,3.091510534286499
40,2,0.01,Adaptive SA,1908.4684812248997,14,14,2.181122064590454
40,2,0.01,SA,1951.272318418615,15,15,2.1604714393615723
40,2,0.01,Adaptive SA,1908.4684812248997,14,14,2.0437347888946533
40,2,0.01,SA,1919.3779000551258,15,15,2.130711793899536
40,2,0.01,Adaptive SA,1908.4684812248997,14,14,2.2233386039733887
40,2,0.01,SA,1926.3219453310257,15,15,3.128051519393921
40,2,0.01,Adaptive SA,1908.4684812248997,14,14,2.0576364994049072
40,2,0.01,SA,1923.833221697719,15,15,2.184251308441162
40,2,0.01,Adaptive SA,1908.4684812248997,14,14,1.9670069217681885
40,2,0.01,SA,1908.4684812248997,14,14,2.077040672302246
40,2,0.01,Adaptive SA,1908.4684812248997,14,14,2.3661556243896484
40,2,0.01,SA,1929.9356586730792,15,15,2.8397536277770996
40,2,0.01,Adaptive SA,1908.4684812248997,14,14,2.0546295642852783
40,2,0.01,SA,1923.833221697719,15,15,2.1061768531799316
40,2,0.01,Adaptive SA,1908.4684812248997,14,14,2.004295587539673
40,2,0.01,SA,1908.4684812248997,14,14,2.1241016387939453
40,2,0.01,Adaptive SA,1908.4684812248997,14,14,2.524141311645508
